Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Act 4 Super A	18	26	-4	800	800	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	2																				0
Act 4 Super B	18	29	-4	800	800	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 4 Super C	18	32	-4	800	800	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 5 Super A	18	34	-4	800	800	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	2																				0
Act 5 Super B	18	36	-4	800	800	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	2																				0
Act 5 Super C	18	38	-4	800	800	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	2																				0
Act 1 (N) Super A	18	40	-4	800	800	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																				0
Act 1 (N) Super B	18	41	-4	800	800	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																				0
Act 1 (N) Super C	18	42	-4	800	800	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																				0
Act 2 (N) Super A	18	44	-4	800	800	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																				0
Act 2 (N) Super B	18	45	-4	800	800	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																				0
Act 2 (N) Super C	18	46	-4	800	800	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																				0
Act 3 (N) Super A	18	48	-4	800	800	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																				0
Act 3 (N) Super B	18	50	-4	800	800	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																				0
Act 3 (N) Super C	18	51	-4	800	800	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																				0
Act 4 (N) Super A	18	54	-4	800	800	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																				0
Act 4 (N) Super B	18	57	-4	800	800	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 4 (N) Super C	18	60	-4	800	800	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 5 (N) Super A	18	62	-4	800	800	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																				0
Act 5 (N) Super B	18	63	-4	800	800	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																				0
Act 5 (N) Super C	18	66	-4	800	800	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																				0
Act 1 (H) Super A	18	67	-4	800	800	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																				0
Act 1 (H) Super B	18	67	-4	800	800	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																				0
Act 1 (H) Super C	18	68	-4	800	800	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																				0
Act 2 (H) Super A	18	68	-4	800	800	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																				0
Act 2 (H) Super B	18	69	-4	800	800	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																				0
Act 2 (H) Super C	18	72	-4	800	800	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																				0
Act 3 (H) Super A	18	73	-4	800	800	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																				0
Act 3 (H) Super B	18	75	-4	800	800	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																				0
Act 3 (H) Super C	18	78	-4	800	800	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																				0
Act 4 (H) Super A	18	81	-4	800	800	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																				0
Act 4 (H) Super B	18	84	-4	800	800	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 4 (H) Super C	18	87	-4	800	800	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 5 (H) Super A	18	90	-4	800	800	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																				0
Act 5 (H) Super B	18	93	-4	800	800	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																				0
Act 5 (H) Super C	18	96	-4	800	800	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Act 1 Super Ax	18	0	-4	512	654	972	1024	0	Act 1 Uitem A	2	Act 1 Cpot A	2																				0
Act 1 Super Bx	18	5	-4	512	654	972	1024	0	Act 1 Uitem B	2	Act 1 Cpot B	2																				0
Act 1 Super Cx	18	9	-4	512	654	972	1024	0	Act 1 Uitem C	2	Act 1 Cpot C	2																				0
Act 2 Super Ax	18	12	-4	512	654	972	1024	0	Act 2 Uitem A	2	Act 2 Cpot A	2																				0
Act 2 Super Bx	18	15	-4	512	654	972	1024	0	Act 2 Uitem B	2	Act 2 Cpot B	2																				0
Act 2 Super Cx	18	18	-4	512	654	972	1024	0	Act 2 Uitem C	2	Act 2 Cpot C	2																				0
Act 3 Super Ax	18	20	-4	512	654	972	1024	0	Act 3 Uitem A	2	Act 3 Cpot A	2																				0
Act 3 Super Bx	18	22	-4	512	654	972	1024	0	Act 3 Uitem B	2	Act 3 Cpot B	2																				0
Act 3 Super Cx	18	24	-4	512	654	972	1024	0	Act 3 Uitem C	2	Act 3 Cpot C	2																				0
Act 4 Super Ax	18	26	-4	512	654	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	2																				0
Act 4 Super Bx	18	29	-4	512	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 4 Super Cx	18	32	-4	512	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 5 Super Ax	18	34	-4	512	654	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	2																				0
Act 5 Super Bx	18	36	-4	512	654	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	2																				0
Act 5 Super Cx	18	38	-4	512	654	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	2																				0
Act 1 (N) Super Ax	18	40	-4	512	654	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																				0
Act 1 (N) Super Bx	18	41	-4	512	654	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																				0
Act 1 (N) Super Cx	18	42	-4	512	654	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																				0
Act 2 (N) Super Ax	18	44	-4	512	654	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																				0
Act 2 (N) Super Bx	18	45	-4	512	654	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																				0
Act 2 (N) Super Cx	18	46	-4	512	654	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																				0
Act 3 (N) Super Ax	18	48	-4	512	654	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																				0
Act 3 (N) Super Bx	18	50	-4	512	654	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																				0
Act 3 (N) Super Cx	18	51	-4	512	654	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																				0
Act 4 (N) Super Ax	18	54	-4	512	654	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																				0
Act 4 (N) Super Bx	18	57	-4	512	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 4 (N) Super Cx	18	60	-4	512	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 5 (N) Super Ax	18	62	-4	512	654	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																				0
Act 5 (N) Super Bx	18	63	-4	512	654	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																				0
Act 5 (N) Super Cx	18	66	-4	512	654	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																				0
Act 1 (H) Super Ax	18	67	-4	512	654	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																				0
Act 1 (H) Super Bx	18	67	-4	512	654	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																				0
Act 1 (H) Super Cx	18	68	-4	512	654	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																				0
Act 2 (H) Super Ax	18	68	-4	512	654	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																				0
Act 2 (H) Super Bx	18	69	-4	512	654	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																				0
Act 2 (H) Super Cx	18	72	-4	512	654	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																				0
Act 3 (H) Super Ax	18	73	-4	512	654	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																				0
Act 3 (H) Super Bx	18	75	-4	512	654	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																				0
Act 3 (H) Super Cx	18	78	-4	512	654	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																				0
Act 4 (H) Super Ax	18	81	-4	512	654	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																				0
Act 4 (H) Super Bx	18	84	-4	512	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 4 (H) Super Cx	18	87	-4	512	654	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 5 (H) Super Ax	18	90	-4	512	654	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																				0
Act 5 (H) Super Bx	18	93	-4	512	654	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																				0
Act 5 (H) Super Cx	18	96	-4	512	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Cow King			5	850	983	983	1024	0	Act 1 Uitem C	1	Act 1 Melee B	2																				0
Cow King (N)			5	850	983	983	1024	0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																				0
Cow King (H)			5	850	983	983	1024	0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																				0
Duriel			5					0	Duriel - Base	2																						0
Duriel (N)			5					0	Duriel (N) - Base	2																						0
Duriel (H)			5					0	Duriel (H) - Base	2																						0
Durielq			5					0	Durielq - Base	2																						0
Durielq (N)			5					0	Durielq (N) - Base	2																						0
Durielq (H)			5					0	Durielq (H) - Base	2																						0
ROP			1	1024				0	Diablo	1																						0
ROP (N)			1	1024				0	Diablo (N)	4																						0
ROP (H)			1	1024				0	Diablo (H)	1																						0
Countess Rune			3					0	Runes 4	20																						0
Countess Rune (N)			3					0	Runes 8	20																						0
Countess Rune (H)			3					0	Runes 12 equiv	30																						0
Countess Item			5					1	"gld,mul=1280"	228	Act 1 Equip C	395	Act 2 Junk	311	Act 2 Good	62																0
Countess Item (N)			5					1	"gld,mul=1536"	228	Act 1 (N) Equip C	395	Act 2 (N) Junk	311	Act 2 (N) Good	62																0
Countess Item (H)			5					1	"gld,mul=2048"	228	Act 1 (H) Equip C	395	Act 2 (H) Junk	311	Act 2 (H) Good	62	pk1	62														0
Countess			-2	883	883	883	1024	0	Countess Rune	1	Countess Item	1																				0
Countess (N)			-2	883	883	983	1024	0	Countess Rune (N)	1	Countess Item (N)	1																				0
Countess (H)			-2	883	883	983	1024	0	Countess Rune (H)	1	Countess Item (H)	1																				0
Uber Andariel			-4	512	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Uber Duriel			-4	512	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Uber Izual			-4	512	654	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Bloodwitch (H)			5	800	800	972	1024	3	"gld,mul=2048"	340	Act 2 (H) Equip B	461	Act 2 (H) Junk	121	Act 2 (H) Good	121	pk2	121														0
Map Void			1					400	mp5	5	yps	10	rvl	40																		0
Map Void2			2					100	mp5	10	rvl	70																				0
Map Void3			2					25	mp5	10	yps	10	rvl	50																		0
Act 1 (H) Weap A	1	68	1						weap54	2	armo54	0	weap57	6	armo57	0	weap60	14	armo60	0	weap63	6	armo63	3	Act 5 (N) Weap C	1785			28	1813	0.977	0
Act 1 (H) Weap B	1	70	1						weap57	2	armo57	0	weap60	6	armo60	0	weap63	14	armo63	0	weap66	2	armo66	1	Act 1 (H) Weap A	1530			24	1554	0.977	0
Act 1 (H) Weap C	1	71	1						weap57	2	armo57	0	weap60	6	armo60	0	weap63	14	armo63	0	weap66	6	armo66	3	Act 1 (H) Weap A	1785			28	1813	0.977	0
Act 2 (H) Weap A	1	73	1						weap60	2	armo60	0	weap63	6	armo63	0	weap66	14	armo66	0	weap69	2	armo69	1	Act 1 (H) Weap B	1530			24	1554	0.977	0
Act 2 (H) Weap B	1	75	1						weap60	2	armo60	0	weap63	6	armo63	0	weap66	14	armo66	0	weap69	6	armo69	3	Act 2 (H) Weap A	1785			28	1813	0.977	0
Act 2 (H) Weap C	1	76	1						weap63	2	armo63	0	weap66	6	armo66	0	weap69	14	armo69	0	weap72	2	armo72	1	Act 2 (H) Weap A	1530			24	1554	0.977	0
Act 3 (H) Weap A	1	77	1						weap63	2	armo63	0	weap66	6	armo66	0	weap69	14	armo69	0	weap72	6	armo72	3	Act 2 (H) Weap B	1785			28	1813	0.977	0
Act 3 (H) Weap B	1	78	1						weap66	2	armo66	0	weap69	6	armo69	0	weap72	14	armo72	0	weap75	2	armo75	1	Act 3 (H) Weap A	1530			24	1554	0.977	0
Act 3 (H) Weap C	1	79	1						weap66	2	armo66	0	weap69	6	armo69	0	weap72	14	armo72	0	weap75	6	armo75	3	Act 3 (H) Weap A	1785			28	1813	0.977	0
Act 4 (H) Weap A	1	80	1						weap69	2	armo69	0	weap72	6	armo72	0	weap75	14	armo75	0	weap78	2	armo78	1	Act 3 (H) Weap B	1530			24	1554	0.977	0
Treasure Fallen N			3					12	Treasure Fallen Gem N	1	Treasure Fallen Rune N	1	Treasure Fallen Craft N	1	"gld,mul=2048"	2																0
Treasure Fallen NM			3					11	Treasure Fallen Gem NM	1	Treasure Fallen Rune NM	1	Treasure Fallen Craft NM	1	"gld,mul=3072"	2																0
Treasure Fallen H			3					0	Treasure Fallen Gem H	3	Treasure Fallen Rune H	1	"gld,mul=4096"	4	New orbs fallen	1	Fate Card fallen	2	Hatred Orbs T1 Map	2												0
Act 4 (H) Weap B	1	81	1						weap69	2	armo69	0	weap72	6	armo72	0	weap75	14	armo75	0	weap78	6	armo78	0	Act 4 (H) Weap A	1785			28	1813	0.977	0
Act 4 (H) Weap C	1	82	1						weap72	2	armo72	0	weap75	6	armo75	0	weap78	14	armo78	0	weap81	2	armo81	0	Act 4 (H) Weap A	1530			24	1554	0.977	0
Act 5 (H) Weap A	1	83	1						weap75	2	armo75	0	weap78	6	armo78	0	weap81	14	armo81	0	weap84	2	armo84	0	Act 4 (H) Weap B	1530			24	1554	0.977	0
Act 5 (H) Weap B	1	84	1						weap78	2	armo78	0	weap81	6	armo81	0	weap84	14	armo84	0	weap87	2	armo87	0	Act 5 (H) Weap A	1530			24	1554	0.977	0
Act 5 (H) Weap C	1	85	1						weap81	2	armo81	0	weap84	6	armo84	0	weap87	14	armo87	0	weap87	1	armo87	0	Act 5 (H) Weap B	1530			23	1553	0.9776	0
Act 1 (H) Armo A	1	68	1						weap54	0	armo54	1	weap57	0	armo57	3	weap60	0	armo60	7	weap63	0	armo63	3	Act 5 (N) Armo C	1785			14	1799	0.977	0
Act 1 (H) Armo B	1	70	1						weap57	0	armo57	1	weap60	0	armo60	3	weap63	0	armo63	7	weap66	0	armo66	1	Act 1 (H) Armo A	1530			12	1542	0.977	0
Act 1 (H) Armo C	1	71	1						weap57	0	armo57	1	weap60	0	armo60	3	weap63	0	armo63	7	weap66	0	armo66	3	Act 1 (H) Armo A	1785			14	1799	0.977	0
Act 2 (H) Armo A	1	73	1						weap60	0	armo60	1	weap63	0	armo63	3	weap66	0	armo66	7	weap69	0	armo69	1	Act 1 (H) Armo B	1530			12	1542	0.977	0
Act 2 (H) Armo B	1	75	1						weap60	0	armo60	1	weap63	0	armo63	3	weap66	0	armo66	7	weap69	0	armo69	3	Act 2 (H) Armo A	1785			14	1799	0.977	0
Act 2 (H) Armo C	1	76	1						weap63	0	armo63	1	weap66	0	armo66	3	weap69	0	armo69	7	weap72	0	armo72	1	Act 2 (H) Armo A	1530			12	1542	0.977	0
Act 3 (H) Armo A	1	77	1						weap63	0	armo63	1	weap66	0	armo66	3	weap69	0	armo69	7	weap72	0	armo72	3	Act 2 (H) Armo B	1785			14	1799	0.977	0
Act 3 (H) Armo B	1	78	1						weap66	0	armo66	1	weap69	0	armo69	3	weap72	0	armo72	7	weap75	0	armo75	1	Act 3 (H) Armo A	1530			12	1542	0.977	0
Act 3 (H) Armo C	1	79	1						weap66	0	armo66	1	weap69	0	armo69	3	weap72	0	armo72	7	weap75	0	armo75	3	Act 3 (H) Armo A	1785			14	1799	0.977	0
Act 4 (H) Armo A	1	80	1						weap69	0	armo69	1	weap72	0	armo72	3	weap75	0	armo75	7	weap78	0	armo78	1	Act 3 (H) Armo B	1530			12	1542	0.977	0
Act 4 (H) Armo B	1	81	1						weap69	0	armo69	1	weap72	0	armo72	3	weap75	0	armo75	7	weap78	0	armo78	3	Act 4 (H) Armo A	1785			14	1799	0.977	0
Act 4 (H) Armo C	1	82	1						weap72	0	armo72	1	weap75	0	armo75	3	weap78	0	armo78	7	weap81	0	armo81	1	Act 4 (H) Armo A	1530			12	1542	0.977	0
Act 5 (H) Armo A	1	83	1						weap75	0	armo75	1	weap78	0	armo78	3	weap81	0	armo81	7	weap84	0	armo84	1	Act 4 (H) Armo B	1530			12	1542	0.977	0
Act 5 (H) Armo B	1	84	1						weap78	0	armo78	1	weap81	0	armo81	3	weap84	0	armo84	7	weap87	0	armo87	1	Act 5 (H) Armo A	1530			12	1542	0.977	0
Act 5 (H) Armo C	1	85	1						weap81	0	armo81	1	weap84	0	armo84	3	weap87	0	armo87	7	weap87	0	armo87	1	Act 5 (H) Armo B	1530			12	1542	0.9776	0
Uber Baal			1					0	Ascendancy Tier 4	1																						
UberDiablo Card			1					99	fa02	1																						
UberDiablo Uniques			1					15	Overlords Helm	1	Dark Abyss	1	Aidans Scar	1	Itheraels Path	1	Hadriels Hand	1														
UberDiablo			-3					0	UberDiablo Uniques	1	UberDiablo Card	1	Ascendancy Tier 4	1																		0
Rathma Items			1					11	The Third Eye	1	Band of Skulls	1	Cage of the Unsullied	1	Rathmas Hand	1																
RathmaNew			-2					0	Rathma Items	1	Ascendancy Tier 4	1																				0
MendelnNew			1					92	Melding of the flesh	5	Gaze of the Abyss	3																				0
UberLucion Card			1					99	fa05	1																						
UberLucion Orb			1					75	dsno	25																						0
UberLucion Uniques			1					90	Original Sin	3	Voices	5	Progenesis	2																		0
UberLucion			-4					0	UberLucion Uniques	1	UberLucion Orb	1	UberLucion Card	1	Ascendancy Tier 4	1																0
InvaderLightArmor			1	850	850	1307	200		uul	1	uea	1	ula	1	utu	1	urs	1	utp	1												0
InvaderMediumArmor			1	850	850	1307	200		ung	1	ucl	1	uhn	1	upl	1																0
InvaderHeavyArmor			1	850	850	1307	200		ult	2	uul	2	uar	1	uth	2	uld	2														0
InvaderBodyAll			1	850	850	1307	200		InvaderLightArmor	1	InvaderMediumArmor	1	InvaderHeavyArmor	1																		0
InvaderBodyLightMed			1	850	850	1307	200		InvaderLightArmor	1	InvaderMediumArmor	1																				0
InvaderBodyMedHeavy			1	850	850	1307	200		InvaderMediumArmor	1	InvaderHeavyArmor	1																				0
InvaderGloves			1	850	850	1307	200		ulg	1	uvg	1	umg	1	utg	1	uhg	1														0
InvaderBoots			1	850	850	1307	200		ulb	1	uvb	1	umb	1	utb	1	uhb	1														0
InvaderBelt			1	850	850	1307	200		ulc	1	uvc	1	umc	1	utc	1	uhc	1														0
InvaderRing			1	850	850	1307	200		rin	1																						0
InvaderAmulet			1	850	850	1307	200		amu	1																						0
InvaderGenericHelm			1	850	850	1307	200		uap	1	ukp	1	ulm	1	uhl	1	usk	1	uh9	1	uhm	1	urn	1	ci3	1						0
InvaderGenericShield			1	850	850	1307	200		uuc	1	uml	1	urg	1	upk	1	uit	1	ush	1	uow	1	uts	1								0
InvaderAmazonBow			1	850	850	1307	200		6sb	1	6hb	1	6lb	1	6cb	1	6s7	1	6l7	1	6sw	1	6lw	1	amb	1	amc	1				0
InvaderAmazonQuiver			1	850	850	1307	200		aqv	1	aqv2	2	aqv3	4																		0
InvaderAmazonCrossbow			1	850	850	1307	200		6lx	1	6mx	1	6hx	1	6rx	1																0
InvaderAmazonBolt			1	850	850	1307	200		cqv	1	cqv	2	cqv3	4																		0
InvaderAmazon2hSpear			1	850	850	1307	200		7sr	1	7tr	1	7br	1	7st	1	7p7	1	amd	1	ame	1										0
InvaderAmazon1hJavelin			1	850	850	1307	200		ama	1	amf	3																				0
InvaderCirclets			1	850	850	1307	200		ci1	1	ci2	1	ci3	1																		0
InvaderAssassinClaw			1	850	850	1307	200		7ar	1	7wb	1	7xf	1	7cs	1	7lw	1	7tw	1	7qr	1										0
InvaderAssassinDagger			1	850	850	1307	200		7dg	1	7di	1	7kr	1	7bl	1																0
InvaderAssassinWeapon			1	850	850	1307	200		InvaderAssassinClaw	2	InvaderAssassinDagger	1																				0
InvaderBarbarianHelm			1	850	850	1307	200		bab	1	bac	1	bad	1	bae	1	baf	1														0
InvaderBarbarianThrow			1	850	850	1307	200		7tk	1	7ta	1	7bk	1	7b8	1	7ja	1	7pi	1	7s7	1	7gl	1	7ts	1						0
Invader1hAxe			1	850	850	1307	200		7ha	1	7ax	1	72a	1	7mp	1	7wa	1														0
Invader1hMace			1	850	850	1307	200		7ma	1	7mt	1	7fl	1	7wh	1																0
Invader1hSword			1	850	850	1307	200		7ss	1	7sm	1	7sb	1	7fc	1	7cr	1	7bs	1	7ls	1	7wd	1								0
InvaderBarbarian1h			1	850	850	1307	200		Invader1hAxe	1	Invader1hMace	1	Invader1hSword	1	Invader2hSword	1																0
Invader2hAxe			1	850	850	1307	200		7la	1	7ba	1	7bt	1	7ga	1	7gi	1														0
Invader2hMace			1	850	850	1307	200		7m7	1	7gm	1																				0
Invader2hSword			1	850	850	1307	200		7cm	1	7gs	1	7b7	1	7fb	1	7gd	1														0
Invader2hSpear			1	850	850	1307	200		7sr	1	7tr	1	7br	1	7st	1	7p7	1														0
Invader2hPolearm			1	850	850	1307	200		7o7	1	7vo	1	7s8	1	7pa	1	7h7	1	7wc	1												0
InvaderBarbarian2h			1	850	850	1307	200		Invader2hAxe	1	Invader2hMace	1	Invader2hSword	1	Invader2hSpear	1	Invader2hPolearm	1														0
InvaderDruidHelm			1	850	850	1307	200		drb	1	drc	1	drd	1	dre	1	drf	1														0
InvaderDruidWeapon			1	850	850	1307	200		7cl	1	7sp	1																				0
InvaderNecroWeapon			1	850	850	1307	200		7wn	1	7yw	1	7bw	1	7gw	1																0
InvaderNecroShield			1	850	850	1307	200		neb	1	neg	1	ned	1	nee	1	nef	1														0
InvaderSorc2hWeapon			1	850	850	1307	200		6ss	1	6ls	1	6cs	1	6bs	1	6ws	1														0
InvaderSorc1hWeapon			1	850	850	1307	200		obb	1	obc	1	obd	1	obe	1	obf	1														0
Invader1hScepter			1	850	850	1307	200		7sc	1	7qs	1	7ws	1																		0
InvaderPaladinWeapon			1	850	850	1307	200		Invader1hSword	2	Invader1hMace	2	Invader1hAxe	1	Invader1hScepter	4																0
InvaderPaladinShield			1	850	850	1307	200		pab	1	pac	1	pad	1	pae	1	paf	1														0
Dungeon 1 (N) Bow A	33	92	1						bow12	1	bow15	2	bow18	5	bow21	7	bow24	8	bow27	7	bow30	4	bow33	2	Act 1 (H) Junk	630						0
Dungeon 1 (N) Bow B	33	92	1						bow15	1	bow18	2	bow21	5	bow24	7	bow27	8	bow30	7	bow33	4	bow36	2	Dungeon 1 (N) Bow A	770						0
Dungeon 2 (N) Bow A	33	92	1						bow18	1	bow21	2	bow24	5	bow27	7	bow30	8	bow33	7	bow36	4	bow39	2	Dungeon 1 (N) Bow B	920						0
Dungeon 2 (N) Bow B	33	92	1						bow21	1	bow24	2	bow27	5	bow30	7	bow33	8	bow36	7	bow39	4	bow42	2	Dungeon 2 (N) Bow A	1070						0
Dungeon 3 (N) Bow A	33	92	1						bow24	1	bow27	2	bow30	5	bow33	7	bow36	8	bow39	7	bow42	4	bow45	2	Dungeon 2 (N) Bow B	1220						0
Dungeon 3 (N) Bow B	33	92	1						bow27	1	bow30	2	bow33	5	bow36	7	bow39	8	bow42	7	bow45	4	bow48	2	Dungeon 3 (N) Bow A	1370						0
Dungeon 4 (N) Bow A	33	92	1						bow30	1	bow33	2	bow36	5	bow39	7	bow42	8	bow45	7	bow48	4	bow51	2	Dungeon 3 (N) Bow B	1520						0
Dungeon 4 (N) Bow B	33	92	1						bow33	1	bow36	2	bow39	5	bow42	7	bow45	8	bow48	7	bow51	4	bow54	2	Dungeon 4 (N) Bow A	1670						0
Dungeon 5 (N) Bow A	33	92	1						bow36	1	bow39	2	bow42	5	bow45	7	bow48	8	bow51	7	bow54	4	bow57	2	Dungeon 4 (N) Bow B	1820						0
Dungeon 5 (N) Bow B	33	92	1						bow39	1	bow42	2	bow45	5	bow48	7	bow51	8	bow54	7	bow57	4	bow60	2	Dungeon 5 (N) Bow A	1970						0
Dungeon 5 (N) Bow C	33	92	1						bow42	1	bow45	2	bow48	5	bow51	7	bow54	8	bow57	7	bow60	4	bow63	2	Dungeon 5 (N) Bow B	2120						0
Dungeon 1 (H) Bow A	33	92	1						bow45	1	bow48	2	bow51	5	bow54	7	bow57	8	bow60	7	bow63	4	bow66	2	Dungeon 5 (N) Bow C	2270						0
Dungeon 1 (H) Bow B	33	92	1						bow48	1	bow51	2	bow54	5	bow57	7	bow60	8	bow63	7	bow66	4	bow69	2	Dungeon 1 (H) Bow A	2270						0
Dungeon 2 (H) Bow A	33	92	1						bow51	1	bow54	2	bow57	5	bow60	7	bow63	8	bow66	7	bow69	4	bow72	2	Dungeon 1 (H) Bow B	2270						0
Dungeon 2 (H) Bow B	33	92	1						bow54	1	bow57	2	bow60	5	bow63	7	bow66	8	bow69	7	bow72	4	bow75	2	Dungeon 2 (H) Bow A	2270						0
Dungeon 3 (H) Bow A	33	92	1						bow57	1	bow60	2	bow63	5	bow66	7	bow69	8	bow72	7	bow75	4	bow78	2	Dungeon 2 (H) Bow B	2270						0
Dungeon 3 (H) Bow B	33	92	1						bow60	1	bow63	2	bow66	5	bow69	7	bow72	8	bow75	7	bow78	4	bow81	2	Dungeon 3 (H) Bow A	2270						0
Dungeon 4 (H) Bow A	33	92	1						bow63	1	bow66	2	bow69	5	bow72	7	bow75	8	bow78	7	bow81	4	bow84	2	Dungeon 3 (H) Bow B	2270						0
